"Longitude","Latitude","Location","Crime.type","Postcode","Town","County"
-7.4594,54.819119,"Ballycolman Estate","Anti-social behaviour","BT829AJ","STRABANE","TYRONE"
-6.72797,54.469038,"Connswater Street","Anti-social behaviour",,,
-6.667208,55.127296,"Mount Street","Anti-social behaviour","BT251AT","DROMORE","DOWN"
-6.178737,54.710045,"Willowdale","Anti-social behaviour","BT537LX","BALLYMONEY","ANTRIM"
-6.6634,55.150727,"Loughanhill Park","Anti-social behaviour","BT522QD","COLERAINE","LONDONDERRY"
-7.314257,54.376586,"Spout Walk","Anti-social behaviour","BT750PA","FIVEMILETOWN","TYRONE"
-6.256323,54.106532,"Ganna Way","Anti-social behaviour","BT343LT","WARRENPOINT","DOWN"
-7.609154,54.353089,"Lackaboy View","Anti-social behaviour","BT744DY","ENNISKILLEN","FERMANAGH"
-6.053481,54.502902,"Beechland Drive","Anti-social behaviour","BT281HS","LISBURN","ANTRIM"
-6.00906,54.544246,"Elm Corner","Anti-social behaviour","BT179PY","DUNMURRY","ANTRIM"
-6.523111,55.06806,"Westoncroft Park","Anti-social behaviour","BT536TB","BALLYMONEY","ANTRIM"
-7.457364,54.759805,"Fyfin Road","Anti-social behaviour","BT829JH","VICTORIA BRIDGE","TYRONE"
-6.647426,55.190274,"Hopefield Gardens","Anti-social behaviour","BT568QG","PORTRUSH","LONDONDERRY"
-6.652748,54.340315,"Connswater Street","Anti-social behaviour",,,
-7.212808,54.981691,"Lettershendony Avenue","Anti-social behaviour","BT473HY","DRUMAHOE","LONDONDERRY"
-7.321893,54.999244,"Great James Street","Anti-social behaviour","BT487BZ","LONDONDERRY","LONDONDERRY"
-5.492489,54.546479,"Westland Court","Anti-social behaviour","BT222TF","BALLYWALTER","DOWN"
-6.749596,54.651313,"Millburn Park","Anti-social behaviour","BT808HQ","COOKSTOWN","TYRONE"
-6.342671,54.462399,"Connswater Street","Anti-social behaviour",,,
-6.655919,54.351032,"Dawson Street","Anti-social behaviour","BT617QT","ARMAGH","ARMAGH"
-5.933747,54.589552,"Donegall Pass","Anti-social behaviour","BT71DQ","BELFAST","ANTRIM"
-6.739736,54.646009,"Molesworth Road","Anti-social behaviour","BT808NR","COOKSTOWN","TYRONE"
-5.976382,54.624272,"Leggagh Court","Anti-social behaviour","BT148AY","BELFAST","ANTRIM"
-6.230421,54.479666,"Castlevue Gardens","Anti-social behaviour","BT670JU",,"DOWN"
-5.838481,54.638996,"Ean Hill","Anti-social behaviour","BT189LQ","HOLYWOOD","DOWN"
-5.952902,54.607713,"Keswick Street","Anti-social behaviour","BT131RW","BELFAST","ANTRIM"
-6.610359,54.755642,"Rainey Street","Anti-social behaviour","BT455AH","MAGHERAFELT","LONDONDERRY"
-5.703392,54.659187,"Rathmore Crescent","Anti-social behaviour","BT191DG","BANGOR","DOWN"
-5.891737,54.598019,"Connswater Street","Anti-social behaviour","BT41HT","BELFAST","DOWN"
-5.971399,54.692914,"Ballyclare Road","Anti-social behaviour","BT365EX","NEWTOWNABBEY","ANTRIM"
-5.990704,54.57592,"Croaghan Gardens","Anti-social behaviour","BT118JG","BELFAST","ANTRIM"
-5.925203,54.602102,"Victoria Street","Anti-social behaviour","BT679DG","LURGAN","ARMAGH"
-5.986845,54.559764,"Connswater Street","Anti-social behaviour",,,
-5.931541,54.596433,"Donegall Square West","Anti-social behaviour","BT16JH","BELFAST","ANTRIM"
-5.680131,54.654502,"Oakwood Avenue","Anti-social behaviour","BT88SW","CARRYDUFF","DOWN"
-5.954722,54.678797,"Pembrooke Court","Anti-social behaviour","BT365AD","NEWTOWNABBEY","ANTRIM"
-6.122706,54.56787,"The Mews","Anti-social behaviour","BT546GD","BALLYCASTLE","ANTRIM"
-6.058084,54.49179,"Connswater Street","Anti-social behaviour",,,
-5.740649,54.554193,"Darragh Gardens","Anti-social behaviour","BT235QG","COMBER","DOWN"
-5.922243,54.5809,"Connswater Street","Anti-social behaviour",,,
-5.905229,54.594741,"Connswater Street","Anti-social behaviour",,,
-5.940876,54.622721,"Vancouver Drive","Anti-social behaviour","BT155BY","BELFAST","ANTRIM"
-5.823735,54.592592,"Ardcarn Park","Anti-social behaviour","BT57RQ","BELFAST","DOWN"
-6.26995,54.348747,"Rathfriland Street","Anti-social behaviour","BT323LA","BANBRIDGE","DOWN"
-5.758173,54.753498,"Bridgend Road","Anti-social behaviour","BT389LA","CARRICKFERGUS","ANTRIM"
-7.30162,54.602116,"Drumragh Avenue","Anti-social behaviour","BT781DP","OMAGH","TYRONE"
-5.872615,54.608602,"Inverwood Gardens","Anti-social behaviour","BT41RG","BELFAST","DOWN"
-6.282422,54.865071,"Hope Street","Anti-social behaviour","BT435EE","BALLYMENA","ANTRIM"
-6.021382,54.573515,"Garvey Manor","Anti-social behaviour","BT274DQ","LISBURN","ANTRIM"
-5.880783,54.600353,"Connswater Street","Anti-social behaviour",,,
-6.033432,54.51468,"Wesley Street","Anti-social behaviour","BT274TB","LISBURN","ANTRIM"
-6.269004,54.877944,"Herbison Park","Anti-social behaviour","BT437DQ","BALLYMENA","ANTRIM"
-6.220506,54.71399,"Clarke Court","Anti-social behaviour","BT414JS","ANTRIM","ANTRIM"
-5.982349,54.617588,"Glencairn Way","Anti-social behaviour","BT133TD","BELFAST","ANTRIM"
-5.684268,54.591036,"Inisharoan Court","Anti-social behaviour","BT238LZ","NEWTOWNARDS","DOWN"
-5.959295,54.617911,"Etna Drive","Anti-social behaviour","BT147LH","BELFAST","ANTRIM"
-7.34701,54.992124,"Cromore Gardens","Anti-social behaviour","BT489TG","LONDONDERRY","LONDONDERRY"
-5.959637,54.623452,"Connswater Street","Anti-social behaviour",,,
-6.946046,55.039372,"Gorteen Crescent","Anti-social behaviour","BT499EW","LIMAVADY","LONDONDERRY"
-5.814448,54.712692,"Belfast Road","Anti-social behaviour","BT248EB","BALLYNAHINCH","DOWN"
-5.811046,54.597224,"Connswater Street","Anti-social behaviour",,,
-6.218148,54.620885,"Cidercourt Road","Anti-social behaviour","BT294XQ","CRUMLIN","ANTRIM"
-6.737384,54.650934,"Beechway","Anti-social behaviour","BT808LG","COOKSTOWN","TYRONE"
-5.710843,54.646856,"Rathgael Road","Anti-social behaviour","BT191RU","BANGOR","DOWN"
-6.743916,54.634544,"Gortalowry Park","Anti-social behaviour","BT808JJ","COOKSTOWN","TYRONE"
-5.954923,54.668935,"Antrim Road","Anti-social behaviour","BT152AH","BELFAST","ANTRIM"
-6.681687,55.126088,"Kylemore Road","Anti-social behaviour","BT513HG","COLERAINE","LONDONDERRY"
-6.041629,54.542164,"Milltown Park","Anti-social behaviour","BT283TU","LISBURN","ANTRIM"
-5.913227,54.603864,"Queens Road","Anti-social behaviour","BT39FB","BELFAST","DOWN"
-5.7006,54.32362,"Connswater Street","Anti-social behaviour",,,
-6.342449,54.170958,"Pool Lane","Anti-social behaviour","BT358AW","NEWRY","DOWN"
-5.887876,54.395883,"Carlisle Park","Anti-social behaviour","BT248HJ","BALLYNAHINCH","DOWN"
-6.575511,54.085227,"Trainor Crescent","Anti-social behaviour","BT359DP","CROSSMAGLEN","ARMAGH"
-5.917802,54.57457,"Connswater Street","Anti-social behaviour",,,
-6.341419,54.465904,"Rectory Park","Anti-social behaviour","BT666HP","LURGAN","ARMAGH"
-7.324526,55.00623,"Northland Road","Anti-social behaviour","BT480AL","LONDONDERRY","LONDONDERRY"
-6.642377,54.347512,"Gough Avenue","Anti-social behaviour","BT601BT","ARMAGH","ARMAGH"
-6.043742,54.512557,"Railway Street","Anti-social behaviour","BT617HP","ARMAGH","ARMAGH"
-6.673796,55.123415,"Screen Road","Anti-social behaviour","BT513AG","COLERAINE","LONDONDERRY"
-5.908489,54.590915,"Ravenhill Street","Anti-social behaviour","BT68EP","BELFAST","DOWN"
-5.847257,54.59136,"Barnetts Green","Anti-social behaviour","BT57AG","BELFAST","DOWN"
-7.361057,55.01364,"Springtown Road","Anti-social behaviour","BT480LY","LONDONDERRY","LONDONDERRY"
-5.92641,54.601179,"Hill Street","Anti-social behaviour","BT12LB","BELFAST","ANTRIM"
-5.93895,54.598042,"Galway Street","Anti-social behaviour","BT124AF","BELFAST","ANTRIM"
-5.913894,54.569337,"Ormeau Road","Anti-social behaviour","BT73GA","BELFAST","DOWN"
-6.61192,54.753594,"Connswater Street","Anti-social behaviour",,,
-6.27277,54.351555,"Reilly Street","Anti-social behaviour","BT323DW","BANBRIDGE","DOWN"
-7.313551,54.989972,"Spencer Road","Anti-social behaviour","BT476AA","LONDONDERRY","LONDONDERRY"
-5.669548,54.630667,"Breezemount Avenue","Anti-social behaviour","BT237TT","NEWTOWNARDS","DOWN"
-5.947836,54.607187,"Crimea Street","Anti-social behaviour","BT131LT","BELFAST","ANTRIM"
-5.841562,54.591375,"Abbey Park","Anti-social behaviour","BT57RU","BELFAST","DOWN"
-5.932232,54.6234,"Ashfield Gardens","Anti-social behaviour","BT153FW","BELFAST","ANTRIM"
-6.411058,54.354794,"Austin Drive","Anti-social behaviour","BT622AS","TANDRAGEE","ARMAGH"
-7.307629,54.599024,"James Street","Anti-social behaviour","BT635AT","PORTADOWN","ARMAGH"
-5.904448,54.666239,"Connswater Street","Anti-social behaviour",,,
-5.621989,54.652844,"Deanfield","Anti-social behaviour","BT196NX","BANGOR","DOWN"
-5.956934,54.669948,"Connswater Street","Anti-social behaviour",,,
-5.65874,54.639238,"Rathgill Drive","Anti-social behaviour","BT197TE","BANGOR","DOWN"
-6.6721,54.753846,"Durnascallon Lane","Anti-social behaviour","BT455LZ","DESERTMARTIN","LONDONDERRY"
-5.908767,54.316681,"Dunturk Road","Anti-social behaviour","BT319PF","CASTLEWELLAN","DOWN"
-6.446204,54.420425,"Church Street","Anti-social behaviour","BT251AA","DROMORE","DOWN"
-7.274574,54.60025,"Riverview Park","Anti-social behaviour","BT790ED","OMAGH","TYRONE"
-6.025558,54.537365,"Mosside Road","Anti-social behaviour","BT179HH","DUNMURRY","ANTRIM"
-5.856241,54.62002,"Glendarragh Mews","Anti-social behaviour","BT42WE","BELFAST","DOWN"
-6.023044,54.559948,"Stewartstown Road","Anti-social behaviour","BT714PF","COALISLAND","TYRONE"
-5.815299,54.641464,"Princess Park","Anti-social behaviour","BT180PP","HOLYWOOD","DOWN"
-5.955345,54.586155,"Frenchpark Street","Anti-social behaviour","BT126HZ","BELFAST","ANTRIM"
-5.655991,54.644737,"Connswater Street","Anti-social behaviour",,,
-6.321428,54.193148,"Carney Hall","Anti-social behaviour","BT341GA","NEWRY","DOWN"
-5.934945,54.592484,"Connswater Street","Anti-social behaviour",,,
-6.692124,54.253627,"Annvale Gardens","Anti-social behaviour","BT602RS","KEADY","ARMAGH"
-6.083267,54.509057,"Connswater Street","Anti-social behaviour",,,
-6.342671,54.462399,"Connswater Street","Anti-social behaviour",,,
-5.945246,54.612831,"Manor Street","Anti-social behaviour","BT146DU","BELFAST","ANTRIM"
-6.677054,55.132497,"Castle Lane","Anti-social behaviour","BT235EB","COMBER","DOWN"
-6.341728,54.179035,"Maginnis Street","Anti-social behaviour","BT356AR","NEWRY","DOWN"
-5.87635,54.59306,"Kirkliston Park","Anti-social behaviour","BT56EB","BELFAST","DOWN"
-5.819368,54.851015,"Broadway","Anti-social behaviour","BT126HQ","BELFAST","ANTRIM"
-7.351981,55.016206,"Drumard Park","Anti-social behaviour","BT480RL","LONDONDERRY","LONDONDERRY"
-5.537864,54.381476,"Ballyphilip Road","Anti-social behaviour","BT221RD","PORTAFERRY","DOWN"
-5.852285,54.617515,"Knocknagoney Way","Anti-social behaviour","BT42PX","BELFAST","DOWN"
-5.920355,54.646171,"Shore Road","Anti-social behaviour","BT413NW",,"ANTRIM"
-6.030667,54.552228,"Lagmore Meadows","Anti-social behaviour","BT170TH","DUNMURRY","ANTRIM"
-5.877292,54.591001,"Orangefield Gardens","Anti-social behaviour","BT56DP","BELFAST","DOWN"
-6.437169,54.420596,"Connswater Street","Anti-social behaviour",,,
-6.01381,54.573705,"Creeslough Gardens","Anti-social behaviour","BT119HL","BELFAST","ANTRIM"
-6.216453,54.590618,"Chestnut Glen","Anti-social behaviour","BT294GJ",,"ANTRIM"
-5.940006,54.61603,"Brookhill Avenue","Anti-social behaviour","BT146BS","BELFAST","ANTRIM"
-6.388933,54.443322,"Parkmore","Anti-social behaviour","BT642AQ","CRAIGAVON","ARMAGH"
-6.680628,55.125385,"Kylemore Road","Anti-social behaviour","BT513HG","COLERAINE","LONDONDERRY"
-6.009672,54.059573,"Manse Road","Anti-social behaviour","BT344BN","KILKEEL","DOWN"
-5.927095,54.60262,"Hill Street","Anti-social behaviour","BT12LB","BELFAST","ANTRIM"
-6.659032,54.346108,"Navan Street","Anti-social behaviour","BT617EU","ARMAGH","ARMAGH"
-5.695135,54.592861,"High Street","Anti-social behaviour","BT248AB","BALLYNAHINCH","DOWN"
-5.699942,54.577587,"Canberra Gardens","Anti-social behaviour","BT234RN","NEWTOWNARDS","DOWN"
-5.749253,54.767826,"Connswater Street","Anti-social behaviour",,,
-5.671813,54.659042,"Railwayview Street","Anti-social behaviour","BT203BY","BANGOR","DOWN"
-5.74428,54.55143,"Bridge Street Link","Anti-social behaviour","BT235YH","COMBER","DOWN"
-5.936363,54.614602,"Connswater Street","Anti-social behaviour",,,
-5.780483,54.723656,"Boneybefore","Anti-social behaviour","BT387EQ","CARRICKFERGUS","ANTRIM"
-5.659632,54.640962,"Connswater Street","Anti-social behaviour",,,
-5.906363,54.676021,"Fernagh Road","Anti-social behaviour","BT370BE","NEWTOWNABBEY","ANTRIM"
-5.847552,54.257494,"Church View","Anti-social behaviour","BT357ET","BESSBROOK","ARMAGH"
-5.707819,54.326202,"Connswater Street","Anti-social behaviour",,,
-6.465392,54.425999,"Selshion Parade","Anti-social behaviour","BT624AT","PORTADOWN","ARMAGH"
-5.982227,54.593147,"Whitecliff Parade","Anti-social behaviour","BT127JS","BELFAST","ANTRIM"
-5.704734,54.587275,"Carmeen Gardens","Anti-social behaviour","BT234PP","NEWTOWNARDS","DOWN"
-7.314174,54.984586,"Campion Court","Anti-social behaviour","BT472EW","LONDONDERRY","LONDONDERRY"
-7.639894,54.351765,"Drumcor Hill","Anti-social behaviour","BT746BH","ENNISKILLEN","FERMANAGH"
-5.983529,54.558676,"Connswater Street","Anti-social behaviour",,,
-5.712699,54.322215,"Ardpatrick Avenue","Anti-social behaviour","BT306JF","DOWNPATRICK","DOWN"
-5.815491,54.595418,"Connswater Street","Anti-social behaviour",,,
-5.673962,54.660764,"Central Avenue","Anti-social behaviour","BT203AF","BANGOR","DOWN"
-6.352745,54.183544,"First Avenue","Anti-social behaviour","BT356EZ","NEWRY","ARMAGH"
-5.92636,54.584215,"Connswater Street","Anti-social behaviour",,,
-5.946687,54.611256,"Liffey Court","Anti-social behaviour","BT146JG","BELFAST","ANTRIM"
-5.876184,54.605448,"Palmerston Road","Anti-social behaviour","BT41QA","BELFAST","DOWN"
-6.598811,54.752689,"Beechland Road","Anti-social behaviour","BT456BG","MAGHERAFELT","LONDONDERRY"
-5.88865,54.593078,"Beersbridge Road","Anti-social behaviour","BT55DY","BELFAST","DOWN"
-5.956615,54.687095,"Manse Road","Anti-social behaviour","BT344BN","KILKEEL","DOWN"
-6.697073,55.18167,"Dunsuivnish Drive","Anti-social behaviour","BT557EW","PORTSTEWART","LONDONDERRY"
-5.968119,54.62974,"Ballysillan Park","Anti-social behaviour","BT148HB","BELFAST","ANTRIM"
-5.876184,54.605448,"Palmerston Road","Anti-social behaviour","BT41QA","BELFAST","DOWN"
-5.619344,54.675283,"Westhill","Anti-social behaviour",,,
-6.215958,54.722494,"Ajax Court","Anti-social behaviour","BT414HH","ANTRIM","ANTRIM"
-6.356391,54.177754,"Castlekeele","Anti-social behaviour","BT358GH","NEWRY","ARMAGH"
-5.632742,54.661933,"Brooklands Manor","Anti-social behaviour","BT205LJ","BANGOR","DOWN"
-6.213958,54.591767,"Main Street","Anti-social behaviour","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.966717,54.555699,"Malton Rise","Anti-social behaviour","BT96HY","BELFAST","ANTRIM"
-5.891737,54.598019,"Connswater Street","Anti-social behaviour","BT41HT","BELFAST","DOWN"
-5.981858,54.666269,"Mayfield Road","Anti-social behaviour","BT367WE","NEWTOWNABBEY","ANTRIM"
-5.954391,54.686608,"Connswater Street","Anti-social behaviour",,,
-5.938179,54.617275,"Oceanic Avenue","Anti-social behaviour","BT152HS","BELFAST","ANTRIM"
-5.923242,54.227301,"Bryansford Road","Anti-social behaviour","BT330HJ","NEWCASTLE","DOWN"
-5.968551,54.63442,"Loughview Manor","Anti-social behaviour","BT148QS","BELFAST","ANTRIM"
-5.965054,54.628161,"Formby Park","Anti-social behaviour","BT146PS","BELFAST","ANTRIM"
-5.973622,54.610012,"Connswater Street","Anti-social behaviour",,,
-6.777079,54.507322,"Connswater Street","Anti-social behaviour",,,
-5.940314,54.633538,"Slievemoyne Park","Anti-social behaviour","BT330JD","NEWCASTLE","DOWN"
-6.007763,54.576247,"Corrib Avenue","Anti-social behaviour","BT119JB","BELFAST","ANTRIM"
-5.913227,54.603864,"Queens Road","Anti-social behaviour","BT39FB","BELFAST","DOWN"
-6.301815,54.433395,"Connswater Street","Anti-social behaviour",,,
-6.436846,54.902743,"Skerdan Road","Anti-social behaviour","BT448EY","PORTGLENONE","ANTRIM"
-6.301815,54.433395,"Connswater Street","Anti-social behaviour",,,
-6.168122,54.235892,"Chapel Fields","Anti-social behaviour","BT345AG","RATHFRILAND","DOWN"
-6.736924,54.634292,"Castle Villas","Anti-social behaviour","BT808JE","COOKSTOWN","TYRONE"
-6.025333,54.540416,"Killeaton Gardens","Anti-social behaviour","BT179HF","DUNMURRY","ANTRIM"
-6.464419,54.42401,"Westland Road","Anti-social behaviour","BT624DE","PORTADOWN","ARMAGH"
-5.97396,54.665805,"Hollybrook Grange","Anti-social behaviour","BT364ZP","NEWTOWNABBEY","ANTRIM"
-6.452065,54.403475,"Connswater Street","Anti-social behaviour",,,
-5.904877,54.597673,"Bryson Street","Anti-social behaviour","BT54ES","BELFAST","DOWN"
-5.909936,54.674384,"Princes Crescent","Anti-social behaviour","BT370BB","NEWTOWNABBEY","ANTRIM"
-5.937415,54.586776,"Claremont Street","Anti-social behaviour","BT96AP","BELFAST","ANTRIM"
-5.969598,54.691096,"Connswater Street","Anti-social behaviour",,,
-7.152608,54.910617,"Irwin Crescent","Anti-social behaviour","BT43AQ","BELFAST","DOWN"
-5.680808,54.653509,"Clandeboye Road","Anti-social behaviour","BT191AA","BANGOR","DOWN"
-5.818716,54.852423,"Exchange Road","Anti-social behaviour","BT401RX","LARNE","ANTRIM"
-5.969647,54.62114,"Connswater Street","Anti-social behaviour",,,
-5.885482,54.602556,"Park Avenue","Anti-social behaviour","BT41JJ","BELFAST","DOWN"
-6.259856,55.197621,"Altananam Park","Anti-social behaviour","BT546EF","BALLYCASTLE","ANTRIM"
-7.310534,54.996414,"Connswater Street","Anti-social behaviour",,,
-5.918523,54.21747,"Connswater Street","Anti-social behaviour",,,
-5.92577,54.600378,"Church Lane","Anti-social behaviour","BT14QN","BELFAST","ANTRIM"
-6.380637,54.448458,"Enniskeen","Anti-social behaviour","BT654AB","CRAIGAVON","ARMAGH"
-5.952344,54.613903,"Rothsay Square","Anti-social behaviour","BT147BY","BELFAST","ANTRIM"
-5.69818,54.65323,"Killeen Avenue","Anti-social behaviour","BT191NB","BANGOR","DOWN"
-5.93627,54.690407,"Forthill Grove","Anti-social behaviour","BT366QW","NEWTOWNABBEY","ANTRIM"
-7.350069,55.013573,"Norburgh Park","Anti-social behaviour","BT480RG","LONDONDERRY","LONDONDERRY"
-5.941023,54.615517,"Connswater Street","Anti-social behaviour",,,
-6.325506,54.458254,"Connswater Street","Anti-social behaviour",,,
-6.68812,55.132131,"Carthall Manor","Anti-social behaviour","BT513GR","COLERAINE","LONDONDERRY"
-6.069677,54.516972,"Drumard Drive","Anti-social behaviour","BT282HY","LISBURN","ANTRIM"
-7.476513,54.788967,"Primrose Park","Anti-social behaviour","BT568TD","PORTRUSH","LONDONDERRY"
-7.313181,55.030833,"Connswater Street","Anti-social behaviour",,,
-5.933756,54.229899,"Cedar Heights","Anti-social behaviour","BT330PJ","NEWCASTLE","DOWN"
-6.700491,54.685994,"Drummeen Road","Anti-social behaviour","BT457YW","MONEYMORE","LONDONDERRY"
-6.65347,54.348795,"Upper English Street","Anti-social behaviour","BT617BA","ARMAGH","ARMAGH"
-5.943815,54.61481,"Clifton Crescent","Anti-social behaviour","BT146LF","BELFAST","ANTRIM"
-6.339656,54.194038,"Hill Crescent","Anti-social behaviour","BT341PS","NEWRY","DOWN"
-7.467745,54.824465,"O'Nolan Park","Anti-social behaviour","BT829EW","STRABANE","TYRONE"
-5.69878,54.402957,"Connswater Street","Anti-social behaviour",,,
-5.535365,54.421881,"Connswater Street","Anti-social behaviour",,,
-5.671813,54.659042,"Railwayview Street","Anti-social behaviour","BT203BY","BANGOR","DOWN"
-7.330341,54.617056,"Beltany Road","Anti-social behaviour","BT785NA","OMAGH","TYRONE"
-5.9432,54.615635,"Connswater Street","Anti-social behaviour",,,
-6.67719,54.848229,"Crawfordsburn","Anti-social behaviour","BT465AH","MAGHERA","LONDONDERRY"
-6.604494,54.750939,"Sperrin View","Anti-social behaviour","BT785BJ","OMAGH","TYRONE"
